#generated_at: 2025-09-25T19:43:30-03:00
#user: matias
#host: matias-VirtualBox
COMANDO NUM_PROCESOS CPU_PROM CPU_MAX MEM_PROM MEM_MAX
code 45 0,33 3,00 1,00 3,00
